applicationNumber,animalclass,status,labelType,proprietaryName,fileName,bytes,ingredients,proprietary,bblabelId,indications
NADA 048-480,For beef cattle weighing over 700 lb,VFD,B,"Chloratet™ 100,Chloratet™ 50,Chloratet™ 90",UCM532323_N048480.pdf,,Chlortetracycline Calcium Complex,,232,"<p> <font size=""3""></font>For beef cattle weighing over 700 lb: Control of active infection of anaplasmosis caused by <em>Anaplasma marginale </em>susceptible to chlortetracycline. <font size=""3""></font></p>"
NADA 048-480,For beef cattle weighing over 700 lb,VFD,C,"Chloratet™ 100,Chloratet™ 50,Chloratet™ 90",UCM532325_N048480.pdf,,Chlortetracycline Calcium Complex,,221,"<p> <font size=""3""></font>For beef cattle weighing over 700 lb: Control of active infection of anaplasmosis caused by <em>Anaplasma marginale</em> susceptible to chlortetracycline. <font size=""3""></font></p>"
NADA 048-480,Growing Cattle,VFD,B,"Chloratet™ 100,Chloratet™ 50,Chloratet™ 90",UCM532331_N048480.pdf,,Chlortetracycline Calcium Complex,,42,"<p></p><p><span>For the reduction of the incidence of liver abscesses</span></p><p><font face=""Times New Roman"" size=""3""></font></p><p><font size=""2""><span></span><font face=""Times New Roman"" size=""3""></font></font></p><p></p><p></p>"
NADA 048-480,Growing Cattle,VFD,C,"Chloratet™ 100,Chloratet™ 50,Chloratet™ 90",UCM532333_N048480.pdf,,Chlortetracycline Calcium Complex,,17,"<p><span>For the reduction of the incidence of liver abscesses</span></p><p><font face=""Times New Roman"" size=""3""></font></p><p><font size=""3""><font size=""3""><br/></font></font></p><p></p>"
NADA 049-287,Beef cattle,VFD,C,"PfiChlor® 100,PfiChlor® 50,PfiChlor® 70",Cattle BP.pdf,,Chlortetracycline Calcium Complex,,10442,<p>For the control of bacterial pneumonia associated with shipping fever complex caused by <i>Pasteurella </i>spp. susceptible to chlortetracycline in beef cattle.</p>
NADA 049-287,Beef cattle over 700 lbs,VFD,C,"PfiChlor® 100,PfiChlor® 50,PfiChlor® 70",Cattle ANA 700.pdf,,Chlortetracycline Calcium Complex,,10440,<p>For the control of active infection of anaplasmosis caused by <i>Anaplasma marginale</i>Â susceptible to chlortetracycline in beef cattle over 700 pounds.</p>
NADA 049-287,Beef cattle under 700 lbs,VFD,C,"PfiChlor® 100,PfiChlor® 50,PfiChlor® 70",Cattle ANA 350.pdf,,Chlortetracycline Calcium Complex,,10441,<p>For the control of active infection of anaplasmosis caused by <i>Anaplasma marginale </i>susceptible to chlortetracycline in beef cattle under 700 pounds.</p>
NADA 049-287,"Calves, beef cattle, and non-lactating dairy cattle",VFD,C,"PfiChlor® 100,PfiChlor® 50,PfiChlor® 70",Cattle BE BP.pdf,,Chlortetracycline Calcium Complex,,10447,"<p>For the treatment of bacterial enteritis caused by <i>Escherichia coli</i>Â and bacterial pneumonia caused by <i>Pasteurella multocida </i>organisms susceptible to chlortetracycline in calves, beef cattle, and non-lactating dairy cattle.</p>"
NADA 049-287,Growing cattle over 400 lbs,VFD,C,"PfiChlor® 100,PfiChlor® 50,PfiChlor® 70",Cattle LA.pdf,,Chlortetracycline Calcium Complex,,10446,<p>For the reduction of the incidence of liver abscesses in growing cattle over 400 lbs.</p>
NADA 092-286,Beef cattle,VFD,C,"CLTC® 10,CLTC® 20,CLTC® 30,CLTC® 50,CLTC® 70",UCM533034.pdf,,Chlortetracycline Calcium Complex,,1076,"<p> <font size=""3""></font>For beef cattle control of bacterial pneumonia associated with shipping fever complex caused by<em> Pasteurella </em>spp. susceptible to chlortetracycline<font size=""3"">. </font></p>"
NADA 092-286,For beef cattle (over 700 lb),VFD,C,"CLTC® 10,CLTC® 20,CLTC® 30,CLTC® 50,CLTC® 70",UCM533025.pdf,,Chlortetracycline Calcium Complex,,1094,"<p> <font size=""1""></font>ForÂ control of active infection of anaplasmosis caused by<em> A. marginale </em>susceptible to chlortetracycline. <font size=""1""></font></p>"
NADA 092-286,For beef cattle (under 700 lb),VFD,C,"CLTC® 10,CLTC® 20,CLTC® 30,CLTC® 50,CLTC® 70",UCM533030.pdf,,Chlortetracycline Calcium Complex,,1079,"<p>For control of active infection of anaplasmosis caused by <em>A. marginale</em> susceptible to chlortetracycline. <font size=""3""></font></p>"
NADA 092-286,"For calves, beef and nonlactating dairy cattle",VFD,C,"CLTC® 10,CLTC® 20,CLTC® 30,CLTC® 50,CLTC® 70",UCM533026.pdf,,Chlortetracycline Calcium Complex,,1103,"<p>For treatment of bacterial enteritis caused by <em>E. coli </em>and bacterial pneumonia caused by<em> P. multocida </em>organisms susceptible to chlortetracycline. <font size=""2""></font></p>"
NADA 092-286,For growing cattle (over 400 lb),VFD,C,"CLTC® 10,CLTC® 20,CLTC® 30,CLTC® 50,CLTC® 70",UCM533033.pdf,,Chlortetracycline Calcium Complex,,1087,"<p> <font size=""3""></font>For growing cattle (over 400 lb) for reduction of the incidence of liver abscesses. <font size=""3""></font></p>"
NADA 046-699,Beef cattle,VFD,C,"ChlorMax® 100,ChlorMax® 50,ChlorMax® 65,ChlorMax® 70,Micro CTC®",UCM189736.pdf,,Chlortetracycline Hydrochloride,,540,"<p> <font size=""3""></font>For the control of bacterial pneumonia associated with shipping fever complex caused by <em>Pasteurella</em> spp. susceptible to chlortetracycline in beef cattle. <font size=""3""></font></p>"
NADA 046-699,Beef cattle over 700 lbs,VFD,C,"ChlorMax® 100,ChlorMax® 50,ChlorMax® 65,ChlorMax® 70,Micro CTC®",UCM189732.pdf,,Chlortetracycline Hydrochloride,,1802,"<p> <font size=""3""></font>For control of active infection of anaplasmosis caused by <em>Anaplasma marginale </em>susceptible to chlortetracycline in beef cattle over 700 lbs. <font size=""3""></font></p>"
NADA 046-699,Beef cattle under 700 pounds,VFD,C,"ChlorMax® 100,ChlorMax® 50,ChlorMax® 65,ChlorMax® 70,Micro CTC®",UCM189733.pdf,,Chlortetracycline Hydrochloride,,1803,"<p> <font size=""3""></font>For the control of active infection of anaplasmosis caused by <em>Anaplasma marginale </em>susceptible to chlortetracycline in beef cattle under 700 pounds.<font size=""3""> </font></p>"
NADA 046-699,"Calves, beef, and non-lactating dairy cattle",VFD,C,"ChlorMax® 100,ChlorMax® 50,ChlorMax® 65,ChlorMax® 70,Micro CTC®",UCM189753.pdf,,Chlortetracycline Hydrochloride,,1801,"<p>For treatment of bacterial enteritis caused by <em>Escherichia coli </em>and for bacterial pneumonia caused by <em>Pasteurella multocida </em>organisms susceptible to chlortetracycline. <font size=""3""></font></p>"
NADA 046-699,Growing cattle (over 400 lbs),VFD,C,"ChlorMax® 100,ChlorMax® 50,ChlorMax® 65,ChlorMax® 70,Micro CTC®",UCM189758.pdf,,Chlortetracycline Hydrochloride,,717,"<p>For the reduction of the incidence of liver abscesses. <font size=""3""></font></p>"
NADA 092-287,Calves (up to 250 lb),VFD,C,"CLTC® 100 MR,CLTC® 50 MR",UCM426296.pdf,,Chlortetracycline Hydrochloride,,5781,<p>For calves (up to 250 lb) for the treatment of bacterial enteritis caused by <i>E. coli </i>susceptible to chlortetracycline.<br/></p>
NADA 092-287,Calves (up to 250 lb),VFD,C,"CLTC® 100 MR,CLTC® 50 MR",UCM426319.pdf,,Chlortetracycline Hydrochloride,,5802,<p>For calves (up to 250 lb) for the treatment of bacterial enteritis caused by <i>E. coli </i>susceptible to chlortetracycline<br/></p>
NADA 039-417,Cattle (including ruminating and non-ruminating calves and veal calves),OTC,B,Deccox®,Type B Cattle.pdf,,Decoquinate,,10494,<p>For the prevention of coccidiosis in cattle (including ruminating and non-ruminating calves and veal calves) caused by <i>Eimeria bovis</i> and <i>E. zuernii</i>.<br/></p>
NADA 039-417,Cattle (including ruminating and non-ruminating calves and veal calves),OTC,C,Deccox®,Type C Cattle Milk Replacer.pdf,,Decoquinate,,10492,<p>For the prevention of coccidiosis in cattle (including ruminating and non-ruminating calves and veal calves) caused by <i>Eimeria bovis</i> and <i>E. zuernii</i>.<br/></p>
NADA 039-417,Cattle (including ruminating and non-ruminating calves and veal calves),OTC,C,Deccox®,Type C Cattle Top Dress.pdf,,Decoquinate,,10493,<p>For prevention of coccidiosis in cattle (including ruminating and non-ruminating calves and veal calves) caused by <i>Eimeria bovis</i> and <i>E. zuernii</i>.<br/></p>
NADA 039-417,Cattle (including ruminating and non-ruminating calves and veal calves),OTC,B,Deccox®,UCM493206.pdf,,Decoquinate,,2334,"<p> <font size=""2""></font>For the prevention of coccidiosis in cattle (including ruminating and non-ruminating calves and veal calves) caused by<em> Eimeria bovis</em> and <em>E. zuernii</em>. <font face=""Arial,Arial"" size=""2""><font face=""Arial,Arial"" size=""2""><i></i></font></font><font face=""Arial,Arial"" size=""2""><i></i></font><i></i></p>"
NADA 039-417,Cattle (including ruminating and non-ruminating calves and veal calves),OTC,B,Deccox®,UCM493208.pdf,,Decoquinate,,2237,"<p> <font size=""2""></font>For the prevention of coccidiosis in cattle (including ruminating and non-ruminating calves and veal calves) caused by <em>Eimeria bovis</em> and <em>E. zuernii. </em><font face=""Arial,Arial"" size=""2""><font face=""Arial,Arial"" size=""2""><i></i></font></font><font face=""Arial,Arial"" size=""2""><i></i></font><i></i></p>"
NADA 131-675,Dairy and beef cattle,OTC,B,Safe-Guard®,FBZ_TypeBCattleFeed_10Nov2021.pdf,,Fenbendazole,,10824,"<p>For the treatment and control of: </p><p>Lungworms: Adult <i>Dictyocaulus viviparus</i>; </p><p>Stomach worms: Adult brown stomach worms (<i>Ostertagia ostertagi</i>), Adult and fourth stage larvae barberpole worms (<i>Haemonchus contortus</i>), fourth stage larvae barberpole worms (<i>H. placei</i>), and Adult and fourth stage larvae small stomach worms (<i>Trichostrongylus axei</i>); </p><p>Intestinal worms (Adult and fourth stage larvae): hookworms (<i>Bunostomum phlebotomum</i>), thread-necked intestinal worms (<i>Nematodirus helvetianus</i>), small intestinal worms (<i>Cooperia punctata &amp; C. oncophora</i>), bankrupt worms (<i>Trichostrongylus colubriformis</i>), and nodular worms (<i>Oesophagostomum radiatum</i>).<br/></p>"
NADA 131-675,Dairy and beef cattle,OTC,C,Safe-Guard®,FBZ_TypeCCattle10000Feed_10Nov2021.pdf,,Fenbendazole,,10834,"<p>(Free-choice)Â For the treatment and control of:Â </p><p>Lungworms: Adult <i>Dictyocaulus viviparus</i>;Â </p><p>Stomach worms: Adult brown stomach worms (<i>Ostertagia ostertagi</i>), Adult and fourth stage larvae barberpole worms (<i>Haemonchus contortus</i>), fourth stage larvae barberpole worms (<i>H. placei</i>), and Adult and fourth stage larvae small stomach worms (<i>Trichostrongylus axei</i>);Â </p><p>Intestinal worms (Adult and fourth stage larvae): hookworms (<i>Bunostomum phlebotomum</i>), thread-necked intestinal worms (<i>Nematodirus helvetianus</i>), small intestinal worms (<i>Cooperia punctata &amp; C. oncophora</i>), bankrupt worms (<i>Trichostrongylus colubriformis</i>), and nodular worms (<i>Oesophagostomum radiatum</i>).</p>"
NADA 131-675,Dairy and beef cattle,OTC,C,Safe-Guard®,FBZ_TypeCCattle3800Feed_10Nov2021.pdf,,Fenbendazole,,10833,"<p>(Free-choice) For the treatment and control of:Â </p><p>Lungworms: Adult <i>Dictyocaulus viviparus</i>;Â </p><p>Stomach worms: Adult brown stomach worms (<i>Ostertagia ostertagi</i>), Adult and fourth stage larvae barberpole worms (<i>Haemonchus contortus</i>), fourth stage larvae barberpole worms (<i>H. placei</i>), and Adult and fourth stage larvae small stomach worms (<i>Trichostrongylus axei</i>);Â </p><p>Intestinal worms (Adult and fourth stage larvae): hookworms (<i>Bunostomum phlebotomum</i>), thread-necked intestinal worms (<i>Nematodirus helvetianus</i>), small intestinal worms (<i>Cooperia punctata &amp; C. oncophora</i>), bankrupt worms (<i>Trichostrongylus colubriformis</i>), and nodular worms (<i>Oesophagostomum radiatum</i>).<br/></p>"
NADA 131-675,Dairy and beef cattle,OTC,C,Safe-Guard®,FBZ_TypeCCattleFeed_10Nov2021.pdf,,Fenbendazole,,2548,"<p></p><p> <font size=""3""></font></p><p>For the treatment and control of: </p><p><span>Lungworms: Adult <i>Dictyocaulus viviparus</i>; </span></p><p><span>Stomach worms: Adult brown stomach worms (</span><font face=""inherit""><i>Ostertagia ostertagi</i></font><span>), Adult and fourth stage larvae barberpole worms (</span><font face=""inherit""><i>Haemonchus contortus</i></font><span>), fourth stage larvae barberpole worms (</span><font face=""inherit""><i>H. placei</i></font><span>), and Adult and fourth stage larvae small stomach worms (</span><font face=""inherit""><i>Trichostrongylus axei</i></font><span>); </span></p><p><span>Intestinal worms (Adult and fourth stage larvae): hookworms (<i>Bunostomum phlebotomum</i>), thread-necked intestinal worms (<i>Nematodirus helvetianus</i>), small intestinal worms (<i>Cooperia punctata &amp; C. oncophora</i>), bankrupt worms (<i>Trichostrongylus colubriformis</i>), and nodular worms (<i>Oesophagostomum radiatum</i>).</span></p><p></p><p><font size=""3""><em> </em></font></p><p></p><p></p>"
NADA 131-675,Dairy and beef cattle,OTC,C,Safe-Guard®,FBZ_TypeCCattleLiqFreeChoiceFeed_10Nov2021.pdf,,Fenbendazole,,10835,"<p>(Liquid free-choice) For the treatment and control of:Â </p><p>Lungworms: Adult <i>Dictyocaulus viviparus</i>;Â </p><p>Stomach worms: Adult brown stomach worms (<i>Ostertagia ostertagi</i>), Adult and fourth stage larvae barberpole worms (<i>Haemonchus contortus</i>), fourth stage larvae barberpole worms (<i>H. placei</i>), and adult and fourth stage larvae small stomach worms (<i>Trichostrongylus axei</i>).Â </p><p>Intestinal worms (Adult and fourth stage larvae): hookworms (<i>Bunostomum phlebotomum</i>), thread-necked intestinal worms (<i>Nematodirus helvetianus</i>), small intestinal worms (<i>Cooperia punctata &amp; C. oncophora</i>), bankrupt worms (<i>Trichostrongylus colubriformis</i>), and nodular worms (<i>Oesophagostomum radiatum</i>).<br/></p>"
NADA 141-025,Cattle fed in confinement for slaughter,OTC,B,Cattlyst®,N141025 Type B Blue Bird Label Laidlomycin Cattle 2.pdf,,Laidlomycin Propionate Potassium,,7421,<p>For improved feed efficiency and increased rate of weight gain in cattle fed in confinement for slaughter. </p>
NADA 141-025,Cattle fed in confinement for slaughter,OTC,B,Cattlyst®,N141025 Type B Blue Bird Label Laidlomycin Cattle Liquid 2.pdf,,Laidlomycin Propionate Potassium,,7423,"<p><font size=""1""></font></p><p>For improved feed efficiency and increased rate of weight gain in cattle fed in confinement for slaughter. </p>"
NADA 141-025,Cattle fed in confinement for slaughter.,OTC,B,Cattlyst®,N141025 Type B Blue Bird Label Laidlomycin Cattle Liquid.pdf,,Laidlomycin Propionate Potassium,,7426,"<p><font size=""1""></font></p><p>For improved feed efficiency in cattle fed in confinement for slaughter. </p>"
NADA 141-025,Cattle fed in confinement for slaughter.,OTC,B,Cattlyst®,N141025 Type B Blue Bird Label Laidlomycin Cattle.pdf,,Laidlomycin Propionate Potassium,,7427,"<p><font size=""1""></font></p><p>For improved feed efTiciency in cattle fed in confinement for slaughter. </p>"
NADA 141-025,Cattle fed in confinement for slaughter.,OTC,C,Cattlyst®,N141025 Type C Blue Bird Label Laidlomycin Cattle 2.pdf,,Laidlomycin Propionate Potassium,,7432,"<p><font size=""2""></font></p><p>For improved feed efficiency and increased rate of weight gain in cattle fed in confinement for slaughter. </p>"
NADA 141-025,Cattle fed in confinement for slaughter.,OTC,C,Cattlyst®,N141025 Type C Blue Bird Label Laidlomycin Cattle.pdf,,Laidlomycin Propionate Potassium,,7438,"<p><font size=""1""></font></p><p>For improved feed efficiency in cattle fed in confinement for slaughter. </p>"
NADA 096-298,Cattle fed in confinement,OTC,B,"Avatec®,Bovatec® 150 FP,Bovatec® 68 Type A Medicated Article,Bovatec® 91,Bovatec® Liquid 20 (liquid Type A Article)",UCM527925.pdf,,Lasalocid,,2062,"<p> <font color=""#211d1e"" size=""1""><font color=""#211d1e"" size=""1""></font></font>For improved feed efficiency in cattle fed in confinement for slaughter. <font color=""#211d1e"" size=""1""><font color=""#211d1e"" size=""1""></font></font></p>"
NADA 096-298,Cattle fed in confinement,OTC,B,"Avatec®,Bovatec® 150 FP,Bovatec® 68 Type A Medicated Article,Bovatec® 91,Bovatec® Liquid 20 (liquid Type A Article)",UCM527927.pdf,,Lasalocid,,1944,"<p><font size=""2""></font></p><p>For improved feed efficiency and increased rate of weight gain in cattle fed in confinement for slaughter.</p>"
NADA 096-298,Cattle fed in confinement,OTC,B,"Avatec®,Bovatec® 150 FP,Bovatec® 68 Type A Medicated Article,Bovatec® 91,Bovatec® Liquid 20 (liquid Type A Article)",UCM527929.pdf,,Lasalocid,,2029,"<p><font size=""1""></font></p><p>(Liquid) For improved feed efficiency in cattle fed in confinement for slaughter </p>"
NADA 096-298,Cattle fed in confinement,OTC,B,"Avatec®,Bovatec® 150 FP,Bovatec® 68 Type A Medicated Article,Bovatec® 91,Bovatec® Liquid 20 (liquid Type A Article)",UCM527931.pdf,,Lasalocid,,1971,"<p><i><font size=""1""></font></i></p><p><font size=""1""></font></p><p><font size=""1""><i></i></font>(Liquid) For improved feed efficiency and increased rate of \weight gain in cattle fed in confinement for slaughter.</p>"
NADA 096-298,Cattle fed in confinement,OTC,C,"Avatec®,Bovatec® 150 FP,Bovatec® 68 Type A Medicated Article,Bovatec® 91,Bovatec® Liquid 20 (liquid Type A Article)",UCM527935.pdf,,Lasalocid,,1958,"<p> <b><font color=""#211d1e"" size=""3""><font color=""#211d1e"" size=""3""></font></font></b>For improved feed efficiency in cattle fed in confinement for slaughter. <b><font color=""#211d1e"" size=""3""><font color=""#211d1e"" size=""3""></font></font></b></p>"
NADA 096-298,Cattle fed in confinement,OTC,C,"Avatec®,Bovatec® 150 FP,Bovatec® 68 Type A Medicated Article,Bovatec® 91,Bovatec® Liquid 20 (liquid Type A Article)",UCM527937.pdf,,Lasalocid,,1953,"<p><font size=""3""></font></p><p>For improved feed efficiency and increased rate of weight gain in cattle fed in confinement for slaughter</p>"
NADA 096-298,Cattle up to 800 lbs,OTC,B,"Avatec®,Bovatec® 150 FP,Bovatec® 68 Type A Medicated Article,Bovatec® 91,Bovatec® Liquid 20 (liquid Type A Article)",UCM527922.pdf,,Lasalocid,,2063,"<p><font size=""1""></font></p><p><font size=""1""></font></p><p>For control of coccidiosis caused by <em>Eimeria</em> <em>bovis </em>and <em>Eimeria zuernii </em>in cattle up to 800 llis. </p> <p></p>"
NADA 096-298,Cattle up to 800 lbs,OTC,B,"Avatec®,Bovatec® 150 FP,Bovatec® 68 Type A Medicated Article,Bovatec® 91,Bovatec® Liquid 20 (liquid Type A Article)",UCM527928.pdf,,Lasalocid,,2039,"<p><font size=""1""></font></p><p>(Liquid) For control of coccidiosis caused by <em>Eimeria bovis </em>and <em>Eimeria zuemii </em>in cattle up to 800 lbs. </p>"
NADA 096-298,Cattle up to 800 pounds,OTC,C,"Avatec®,Bovatec® 150 FP,Bovatec® 68 Type A Medicated Article,Bovatec® 91,Bovatec® Liquid 20 (liquid Type A Article)",UCM527933.pdf,,Lasalocid,,1964,"<p><font size=""3""></font></p><p>For control of coccidiosis caused by <em>Eimeria bovis </em>and <em>Eimeria zuernii </em>in cattle up to 800 lbs.</p>"
NADA 096-298,Pasture cattle,OTC,C,"Avatec®,Bovatec® 150 FP,Bovatec® 68 Type A Medicated Article,Bovatec® 91,Bovatec® Liquid 20 (liquid Type A Article)",N096298 BOV ROG Liquid Type C Cattle Mineral.pdf,,Lasalocid,,8534,"<p>(Free choice liquid) For increased rate of weight gain in pasture cattle (slaughter, stocker, feeder cattle, and dairy and beef replacement heifers).<br/></p>"
NADA 096-298,Pasture cattle,OTC,C,"Avatec®,Bovatec® 150 FP,Bovatec® 68 Type A Medicated Article,Bovatec® 91,Bovatec® Liquid 20 (liquid Type A Article)",N096298 BOV ROG Type C Cattle Mineral Phos.pdf,,Lasalocid,,8535,"<p>(Free choice mineral) For increased rate of weight gain in pasture cattle (slaughter, stocker, feeder cattle, and dairy and beef replacement heifers).<br/></p>"
NADA 096-298,Pasture cattle,OTC,C,"Avatec®,Bovatec® 150 FP,Bovatec® 68 Type A Medicated Article,Bovatec® 91,Bovatec® Liquid 20 (liquid Type A Article)",N096298 BOV ROG Type C Cattle Mineral.pdf,,Lasalocid,,8533,"<p>(Free choice mineral) For increased rate of weight gain in pasture cattle (slaughter, stocker, feeder cattle, and dairy and beef replacement heifers).<br/></p>"
NADA 096-298,Pasture cattle,OTC,B,"Avatec®,Bovatec® 150 FP,Bovatec® 68 Type A Medicated Article,Bovatec® 91,Bovatec® Liquid 20 (liquid Type A Article)",UCM527926.pdf,,Lasalocid,,2050,"<p><font size=""1""></font></p><p>For increased rate of weight gain in pasture cattle (slaughter, stocker, feeder cattle, and dairy and beef replacement heifers). </p>"
NADA 096-298,Pasture cattle,OTC,B,"Avatec®,Bovatec® 150 FP,Bovatec® 68 Type A Medicated Article,Bovatec® 91,Bovatec® Liquid 20 (liquid Type A Article)",UCM527930.pdf,,Lasalocid,,2020,"<p><font size=""1""></font></p><p>(Liquid) For increased rate of weight gain in pasture cattle (slaughter, stocker, feeder cattle, and dairy and beef replacement heifers). </p>"
NADA 096-298,Pasture cattle,OTC,C,"Avatec®,Bovatec® 150 FP,Bovatec® 68 Type A Medicated Article,Bovatec® 91,Bovatec® Liquid 20 (liquid Type A Article)",UCM527936.pdf,,Lasalocid,,1946,"<p> <font size=""3""></font>For increased rate of weight gain in pasture cattle (slaughter, stocker, feeder cattle, and dairy and beef replacement heifers). <font size=""3""></font></p>"
NADA 096-298,Replacement calves,OTC,C,"Avatec®,Bovatec® 150 FP,Bovatec® 68 Type A Medicated Article,Bovatec® 91,Bovatec® Liquid 20 (liquid Type A Article)",UCM527938.pdf,,Lasalocid,,1949,"<p> <font size=""2""></font>For control of coccidiosis caused by <em>Eimeria bovis</em> and <em>Eimeria zuernii</em> in replacement calves. <font face=""Arial,Arial"" size=""2""><font face=""Arial,Arial"" size=""2""></font></font><font face=""Arial,Arial"" size=""2""></font></p>"
NADA 141-508,Beef steers and heifers fed in confinement for slaughter,OTC,B,"Experior™ 10,Experior™ 50",Experior TypeBLabel.pdf,,Lubabegron,,2698,"<p> <font size=""3""></font>For reduction of ammonia gas emissions per pound of live weight and hot carcass weight in beef steers and heifers fed in confinement for slaughter during the last 14 to 91 days on feed. </p><p>Effectiveness has not been demonstrated when fed for less than 14 days. </p><p>Ammonia gas emissions were measured for individual animals or small groups of animals held in environmentally controlled facilities. Based on existing information, reliable predictions of the reduction of ammonia gas emissions cannot be made on a herd, farm, or larger scale. </p><p>Increased rate of weight gain, improved feed efficiency, and increased carcass leanness have not been demonstrated with this product. </p>"
NADA 141-508,Beef steers and heifers fed in confinement for slaughter,OTC,C,"Experior™ 10,Experior™ 50",Experior TypeCLabel.pdf,,Lubabegron,,2699,"<p> <font size=""3""></font>For reduction of ammonia gas emissions per pound of live weight and hot carcass weight in beef steers and heifers fed in confinement for slaughter during the last 14 to 91 days on feed. </p><p>Effectiveness has not been demonstrated when fed for less than 14 days. </p><p>Ammonia gas emissions were measured for individual animals or small groups of animals held in environmentally controlled facilities. Based on existing information, reliable predictions of the reduction of ammonia gas emissions cannot be made on a herd, farm, or larger scale. </p><p>Increased rate of weight gain, improved feed efficiency, and increased carcass leanness have not been demonstrated with this product. </p>"
NADA 141-508,Beef steers and heifers fed in confinement for slaughter,OTC,B,"Experior™ 10,Experior™ 50",LiquidTypeBLabel 08Jun2021.pdf,,Lubabegron,,10746,"<p>(Liquid) For reduction of ammonia gas emissions per pound of live weight and hot carcass weight in beef steers and heifers fed in confinement for slaughter during the last 14 to 91 days on feed.</p><p>Effectiveness has not been demonstrated when fed for less than 14 days.</p><p>Ammonia gas emissions were measured for individual animals or small groups of animals held in environmentally controlled facilities. Based on existing information, reliable predictions of the reduction of ammonia gas emissions cannot be made on a herd, farm, or larger scale.</p><p>Increased rate of weight gain, improved feed efficiency, and increased carcass leanness have not been demonstrated with this product.<br/></p>"
NADA 039-402,Beef and Dairy Heifers,OTC,B,MGA® 500,UCM603705.pdf,,Melengestrol Acetate,,52,"<p><font size=""3""></font></p><p>Heifers Fed in Confinement for Slaughter: For increased rate of weight gain, improved feed efficiency and suppression of estrus (heat). </p><p>Heifers Intended for Reproduction: For suppression of estrus (heat). </p>"
NADA 039-402,Beef and Dairy Heifers,,B,"MGA® 100,MGA® 200",UCM603705.pdf,,Melengestrol Acetate,,52,"<p><font size=""3""></font></p><p>Heifers Fed in Confinement for Slaughter: For increased rate of weight gain, improved feed efficiency and suppression of estrus (heat). </p><p>Heifers Intended for Reproduction: For suppression of estrus (heat). </p>"
NADA 039-402,Beef and Dairy Heifers,OTC,C,MGA® 500,UCM603706.pdf,,Melengestrol Acetate,,53,"<p><font size=""3""></font></p><p>Heifers Fed in Confinement for Slaughter: For increased rate of weight gain, improved feed efficiency and suppression of estrus (heat). </p><p>Heifers Intended for Reproduction: For suppression of estrus (heat). </p>"
NADA 039-402,Beef and Dairy Heifers,,C,"MGA® 100,MGA® 200",UCM603706.pdf,,Melengestrol Acetate,,53,"<p><font size=""3""></font></p><p>Heifers Fed in Confinement for Slaughter: For increased rate of weight gain, improved feed efficiency and suppression of estrus (heat). </p><p>Heifers Intended for Reproduction: For suppression of estrus (heat). </p>"
NADA 039-402,Beef and Dairy Heifers,OTC,B,MGA® 500,UCM603707.pdf,,Melengestrol Acetate,,55,"<p><font size=""3""></font></p><p>Heifers Fed in Confinement for Slaughter; For increased rate of weight gain, improved feed efficiency and suppression of estrus (heat). </p><p>Heifers Intended for Reproduction: For suppression of estrus (heat). </p>"
NADA 039-402,Beef and Dairy Heifers,,B,"MGA® 100,MGA® 200",UCM603707.pdf,,Melengestrol Acetate,,55,"<p><font size=""3""></font></p><p>Heifers Fed in Confinement for Slaughter; For increased rate of weight gain, improved feed efficiency and suppression of estrus (heat). </p><p>Heifers Intended for Reproduction: For suppression of estrus (heat). </p>"
NADA 039-402,Beef and Dairy Heifers,OTC,C,MGA® 500,UCM603708.pdf,,Melengestrol Acetate,,54,"<p><font size=""2""></font></p><p style=""text-align: justify;"">Heifers Fed in Confinement Slaughter; For increased rate of weight gain, improved feed efficiency and suppression of estrus (heat). </p><p>Heifers Intended for Reproduction: For suppression of estrus (heat). </p>"
NADA 039-402,Beef and Dairy Heifers,,C,"MGA® 100,MGA® 200",UCM603708.pdf,,Melengestrol Acetate,,54,"<p><font size=""2""></font></p><p style=""text-align: justify;"">Heifers Fed in Confinement Slaughter; For increased rate of weight gain, improved feed efficiency and suppression of estrus (heat). </p><p>Heifers Intended for Reproduction: For suppression of estrus (heat). </p>"
ANADA 200-343,Beef and dairy heifers,OTC,B,Heifermax™ 500,Heifermax Type B Blue Bird - R.pdf,,Melengestrol Acetate,,9341,"<p> <font size=""3""></font>Heifers Fed in Confinement for Slaughter: For increased rate of weight gain, improved feed efficiency and suppression of estrus (Heat). </p><p>Heifers Intended for Reproduction: For suppression of Estrus (Heat). </p>"
ANADA 200-343,Beef and dairy heifers,OTC,B,Heifermax™ 500,Heifermax Type B Liquid Blue Bird - R.pdf,,Melengestrol Acetate,,9342,"<p> <font size=""3""></font>Heifers Fed in Confinement for Slaughter: For increased rate of weight gain, improved feed efficiency and suppression of estrus (Heat). </p><p>Heifers Intended for Reproduction: For suppression of Estrus (Heat). </p>"
ANADA 200-343,Beef and dairy heifers,OTC,C,Heifermax™ 500,Heifermax Type C Blue Bird - R.pdf,,Melengestrol Acetate,,9343,"<p>Heifers Fed in Confinement for Slaughter: For increased rate of weight gain, improved feed efficiency and suppression of estrus (Heat).<br/></p><p>Heifers Intended for Reproduction: For suppression of Estrus (Heat).<br/></p>"
